orig_width,orig_height,aspect_ratio,resolution_mp,brightness_mean,brightness_std,saturation_mean,saturation_std,r_mean,g_mean,b_mean,colorfulness,warm_cool_ratio,color_entropy,contrast,dark_ratio,bright_ratio,edge_density,texture_contrast,texture_homogeneity,texture_energy,hue_hist_0,hue_hist_1,hue_hist_2,hue_hist_3,hue_hist_4,hue_hist_5,hue_hist_6,hue_hist_7,hue_hist_8,hue_hist_9,hue_hist_10,hue_hist_11,hue_hist_12,hue_hist_13,hue_hist_14,hue_hist_15,saturation_hist_0,saturation_hist_1,saturation_hist_2,saturation_hist_3,saturation_hist_4,saturation_hist_5,saturation_hist_6,saturation_hist_7,saturation_hist_8,saturation_hist_9,saturation_hist_10,saturation_hist_11,saturation_hist_12,saturation_hist_13,saturation_hist_14,saturation_hist_15,value_hist_0,value_hist_1,value_hist_2,value_hist_3,value_hist_4,value_hist_5,value_hist_6,value_hist_7,value_hist_8,value_hist_9,value_hist_10,value_hist_11,value_hist_12,value_hist_13,value_hist_14,value_hist_15,lab_l_mean,lab_l_std,lab_a_mean,lab_a_std,lab_b_mean,lab_b_std,zone_0_0_brightness,zone_0_0_saturation,zone_0_0_colorfulness,zone_0_0_edge_density,zone_0_1_brightness,zone_0_1_saturation,zone_0_1_colorfulness,zone_0_1_edge_density,zone_1_0_brightness,zone_1_0_saturation,zone_1_0_colorfulness,zone_1_0_edge_density,zone_1_1_brightness,zone_1_1_saturation,zone_1_1_colorfulness,zone_1_1_edge_density,hog_0,hog_1,hog_2,hog_3,hog_4,hog_5,hog_6,hog_7,hog_8,hog_9,hog_10,hog_11,hog_12,hog_13,hog_14,hog_15,lbp_hist_0,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,lbp_hist_6,lbp_hist_7,lbp_hist_8,lbp_hist_9,symmetry_score,label,path
540,720,0.75,0.3888,232.239112654321,48.340057839312635,62.62031893004115,63.85872285983513,222.18554526748972,192.54676697530863,199.60990483539095,65.06767721669243,5.523362247429383,3.0667247772216797,56.20161259441373,0.040128600823045264,0.690380658436214,0.1494293212890625,21.79240196078431,0.7551771127641197,0.43139343523946816,0.218170166015625,0.047576904296875,0.03717041015625,0.014892578125,0.0136260986328125,0.01177978515625,0.014373779296875,0.0193023681640625,0.087249755859375,0.020782470703125,0.0089569091796875,0.00732421875,0.0084075927734375,0.016571044921875,0.029205322265625,0.444610595703125,0.3527374267578125,0.0164031982421875,0.01959228515625,0.047515869140625,0.3814544677734375,0.024688720703125,0.014923095703125,0.014617919921875,0.0150146484375,0.0145416259765625,0.01556396484375,0.0145721435546875,0.022003173828125,0.0129241943359375,0.0163116455078125,0.0171356201171875,0.001129150390625,0.0028076171875,0.0060272216796875,0.0088653564453125,0.0093994140625,0.0089874267578125,0.009490966796875,0.009429931640625,0.0111083984375,0.0147705078125,0.01568603515625,0.018218994140625,0.0280303955078125,0.0363616943359375,0.070831298828125,0.7488555908203125,206.05516718106995,53.09344094612656,140.86058384773662,17.01571002705927,129.44245884773662,11.750775157136399,213.33233642578125,53.02435302734375,61.520614474374185,0.127197265625,207.861572265625,56.5860595703125,62.508281939311296,0.13616943359375,189.1668701171875,77.569091796875,72.45862530665512,0.16510009765625,199.04254150390625,62.6212158203125,61.1139449285732,0.16925048828125,0.09259259259259259,0.2839506172839506,0.3148148148148148,0.18209876543209877,0.12654320987654322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02978515625,0.06640625,0.021728515625,0.109130859375,0.0478515625,0.18603515625,0.043701171875,0.108154296875,0.2109375,0.17626953125,34.03070068359375,0,train\train\183840.jpg
500,750,0.6666666666666666,0.375,165.66821333333334,56.99766598970952,126.435008,65.98492506656302,138.82874933333332,124.821624,116.904344,61.850149729772454,1.9806528151332201,3.406860828399658,58.94714665424991,0.09786933333333334,0.14233333333333334,0.196441650390625,11.921752450980392,0.587208453985772,0.10185792432506338,0.1769866943359375,0.39990234375,0.028961181640625,0.0138092041015625,0.004730224609375,0.003936767578125,0.00390625,0.0052490234375,0.01336669921875,0.2334136962890625,0.06005859375,0.0142364501953125,0.0106353759765625,0.00982666015625,0.011871337890625,0.0091094970703125,0.0771636962890625,0.0519256591796875,0.0435638427734375,0.0449676513671875,0.0482025146484375,0.048065185546875,0.0537872314453125,0.05963134765625,0.0698699951171875,0.0843505859375,0.1606903076171875,0.146881103515625,0.06085205078125,0.0186767578125,0.013702392578125,0.017669677734375,0.0078277587890625,0.008087158203125,0.0108489990234375,0.0207061767578125,0.02899169921875,0.0450439453125,0.058990478515625,0.0681610107421875,0.0776214599609375,0.0995330810546875,0.0770721435546875,0.13714599609375,0.116455078125,0.069671630859375,0.0903778076171875,0.083465576171875,136.45304266666668,58.38946432655621,136.61353866666667,8.298021911144742,135.02618933333332,30.46213421258409,127.64794921875,142.51983642578125,64.35576765541983,0.1600341796875,121.4263916015625,148.03912353515625,60.12004772289706,0.1666259765625,129.91461181640625,109.55029296875,56.083854654971475,0.23138427734375,133.89447021484375,104.8485107421875,53.40047377706918,0.22772216796875,0.05246913580246913,0.25,0.36728395061728397,0.2993827160493827,0.030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08447265625,0.09765625,0.059814453125,0.109619140625,0.135009765625,0.11669921875,0.0595703125,0.0908203125,0.094970703125,0.1513671875,46.71612548828125,0,train\train\590795.jpg
500,750,0.6666666666666666,0.375,148.959368,78.3494342696481,111.26269866666667,89.68684840085082,110.63088,136.38868,145.88874133333334,37.986638145902475,0.09931712840108976,2.4549214839935303,84.51127997100716,0.31458933333333333,0.31686933333333334,0.0965423583984375,9.045297181372549,0.6979564734907298,0.13452048313221546,0.04351806640625,0.0075836181640625,0.010040283203125,0.003997802734375,0.004852294921875,0.0062713623046875,0.028778076171875,0.0321502685546875,0.6889801025390625,0.1337127685546875,0.0135955810546875,0.0041961669921875,0.003326416015625,0.0027313232421875,0.0029754638671875,0.0132904052734375,0.1552276611328125,0.09259033203125,0.1210174560546875,0.0759124755859375,0.0403900146484375,0.03729248046875,0.0361328125,0.03955078125,0.0354461669921875,0.0310821533203125,0.02935791015625,0.02642822265625,0.0305633544921875,0.0417938232421875,0.0870819091796875,0.1201324462890625,0.019439697265625,0.0152587890625,0.03424072265625,0.06549072265625,0.132080078125,0.1019439697265625,0.063812255859375,0.0493927001953125,0.0360260009765625,0.0275421142578125,0.0264434814453125,0.025665283203125,0.0492706298828125,0.0642852783203125,0.0887908935546875,0.2003173828125,137.60852533333335,82.58587590856779,122.59376533333334,8.658204128393576,120.28952266666667,7.854517381236921,145.45416259765625,85.07794189453125,35.16445149924608,0.1112060546875,167.7384033203125,64.13458251953125,34.1419307742706,0.06439208984375,96.56781005859375,156.52215576171875,41.6082839740493,0.0924072265625,109.00811767578125,138.67999267578125,39.010901660670825,0.1181640625,0.2222222222222222,0.25925925925925924,0.1728395061728395,0.22839506172839505,0.11728395061728394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04833984375,0.0849609375,0.060791015625,0.13623046875,0.195556640625,0.138916015625,0.073974609375,0.070556640625,0.070556640625,0.1201171875,45.715789794921875,2,train\train\939930.jpg
500,750,0.6666666666666666,0.375,156.16634133333332,71.6875965461308,86.40954666666667,60.45063413668893,135.97796266666666,141.47001066666667,130.53466133333333,42.228235178357245,0.8352850326815411,3.4865646362304688,66.67522965056992,0.172232,0.20524,0.2012176513671875,13.850076593137256,0.5954172182193312,0.15324682511934476,0.0324249267578125,0.102081298828125,0.278594970703125,0.04498291015625,0.0125885009765625,0.00836181640625,0.0087127685546875,0.012420654296875,0.0704345703125,0.3586883544921875,0.024169921875,0.0081329345703125,0.0059051513671875,0.00396728515625,0.0059051513671875,0.0226287841796875,0.0399322509765625,0.0954132080078125,0.1194000244140625,0.218841552734375,0.1482696533203125,0.0622711181640625,0.05072021484375,0.0369873046875,0.0349578857421875,0.03839111328125,0.0370330810546875,0.0352783203125,0.03070068359375,0.0230712890625,0.016693115234375,0.0120391845703125,0.0018463134765625,0.0306549072265625,0.050262451171875,0.0507354736328125,0.0576324462890625,0.064849853515625,0.066375732421875,0.060089111328125,0.0577850341796875,0.0477294921875,0.0400848388671875,0.0369720458984375,0.0319061279296875,0.08990478515625,0.287567138671875,0.025604248046875,145.82687466666667,67.9147562239039,125.76993866666666,6.664990906438274,133.48038666666667,21.33101427461484,170.86529541015625,52.9881591796875,25.747973321910763,0.130859375,171.90106201171875,65.0467529296875,32.90227212286412,0.11895751953125,121.28863525390625,123.67010498046875,53.039509327097136,0.29779052734375,90.4208984375,103.3392333984375,43.516341764238916,0.25726318359375,0.1111111111111111,0.345679012345679,0.22839506172839505,0.1419753086419753,0.1728395061728395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.102294921875,0.04833984375,0.092041015625,0.137451171875,0.158935546875,0.056640625,0.093017578125,0.091796875,0.156982421875,54.412261962890625,3,train\train\769952.jpg
500,750,0.6666666666666666,0.375,169.01573333333334,55.594336814063674,126.13440266666667,63.411868688675774,153.93479466666668,131.42019466666667,104.59583733333334,67.27198222908774,3.045188419459674,4.046186447143555,58.613531672449135,0.11524,0.14587733333333333,0.1782989501953125,9.829825367647059,0.6460049095858486,0.11057418018836215,0.177642822265625,0.3049468994140625,0.1064605712890625,0.0343170166015625,0.0707550048828125,0.03973388671875,0.01531982421875,0.0450592041015625,0.0755767822265625,0.04156494140625,0.0081024169921875,0.011199951171875,0.0096893310546875,0.007354736328125,0.027984619140625,0.0242919921875,0.0171051025390625,0.046722412109375,0.0433502197265625,0.0816650390625,0.1209259033203125,0.0658111572265625,0.071502685546875,0.0519866943359375,0.046478271484375,0.0531768798828125,0.158660888671875,0.1113433837890625,0.043212890625,0.03533935546875,0.0196075439453125,0.033111572265625,0.008148193359375,0.011627197265625,0.0136260986328125,0.0193939208984375,0.02862548828125,0.036163330078125,0.0401153564453125,0.0513458251953125,0.0623626708984375,0.0999755859375,0.1135406494140625,0.114654541015625,0.1300048828125,0.1193084716796875,0.094329833984375,0.0567779541015625,144.53130933333333,59.242767623783806,135.01211733333332,19.584297447280722,146.78988533333333,22.611699593208783,142.45123291015625,131.9735107421875,73.71121431407519,0.13616943359375,149.99127197265625,128.52496337890625,72.9486354401491,0.13427734375,124.32415771484375,130.55224609375,62.532791967134045,0.22589111328125,123.2205810546875,112.847412109375,50.349892408566745,0.21685791015625,0.05246913580246913,0.25308641975308643,0.36728395061728397,0.2654320987654321,0.06172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067626953125,0.0986328125,0.058349609375,0.116455078125,0.156005859375,0.129638671875,0.061767578125,0.093505859375,0.07861328125,0.139404296875,43.922271728515625,0,train\train\478458.jpg
810,1080,0.75,0.8748,173.27131115683585,64.50466456263827,36.578121856424325,43.290071354325676,159.9430029721079,165.79732967535438,168.25879858253316,23.290191276266942,1.0359532931346733,3.6010265350341797,66.94695440410943,0.07582418838591679,0.44445358939186097,0.1255645751953125,14.782965686274512,0.7289624533506269,0.19434456333801864,0.3000640869140625,0.068878173828125,0.01617431640625,0.0081024169921875,0.0061798095703125,0.0069732666015625,0.0124664306640625,0.0426788330078125,0.2540130615234375,0.154205322265625,0.017547607421875,0.0101165771484375,0.0109405517578125,0.0094146728515625,0.0168609619140625,0.0653839111328125,0.4665374755859375,0.1486968994140625,0.1771392822265625,0.0474700927734375,0.0271148681640625,0.0203704833984375,0.0133209228515625,0.0131988525390625,0.026123046875,0.038116455078125,0.017578125,0.0020294189453125,0.001190185546875,0.000701904296875,0.0003204345703125,9.1552734375e-05,1.52587890625e-05,0.00018310546875,0.016754150390625,0.048370361328125,0.0383758544921875,0.0961456298828125,0.0295562744140625,0.02410888671875,0.044891357421875,0.1262054443359375,0.0327911376953125,0.0354461669921875,0.0615081787109375,0.0711822509765625,0.2669219970703125,0.1075439453125,170.42168152720623,64.60429366640757,126.57471307727481,5.588085096702702,125.99452789208962,5.053840979662213,182.1463623046875,35.9625244140625,20.234501056901145,0.09967041015625,189.42828369140625,34.618896484375,21.09796960791525,0.10198974609375,130.03289794921875,43.628173828125,30.192605782664433,0.17315673828125,155.2578125,32.42156982421875,19.98744842354322,0.12744140625,0.14814814814814814,0.32407407407407407,0.2006172839506173,0.16049382716049382,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07275390625,0.093505859375,0.05419921875,0.092529296875,0.12109375,0.1552734375,0.057373046875,0.0908203125,0.104736328125,0.15771484375,47.8338623046875,4,train\train\685126.jpg
500,667,0.7496251874062968,0.3335,180.99508545727136,77.06427638982572,118.18082458770614,85.05594811631185,159.07664467766116,138.56696851574213,130.51821889055472,87.3348339991791,1.9977146650229956,4.262421607971191,77.96316301026673,0.16302848575712145,0.29488155922038983,0.235595703125,32.1155330882353,0.556478743085815,0.11331801806059837,0.212982177734375,0.1565093994140625,0.110626220703125,0.0276641845703125,0.0145263671875,0.0152587890625,0.0195770263671875,0.0297698974609375,0.094757080078125,0.1023712158203125,0.0475616455078125,0.0255889892578125,0.0165863037109375,0.0134124755859375,0.0269775390625,0.0858306884765625,0.11505126953125,0.0945281982421875,0.07012939453125,0.056884765625,0.0518646240234375,0.05352783203125,0.0709075927734375,0.03912353515625,0.044952392578125,0.056915283203125,0.045867919921875,0.05029296875,0.05340576171875,0.0471954345703125,0.056427001953125,0.092926025390625,0.06976318359375,0.0061492919921875,0.01373291015625,0.011199951171875,0.0160675048828125,0.0236358642578125,0.02960205078125,0.0380859375,0.0693817138671875,0.0576171875,0.041748046875,0.057342529296875,0.0618133544921875,0.0802459716796875,0.154296875,0.269317626953125,152.52454572713643,76.76470773753404,137.96005097451274,19.47540614608904,136.87462668665668,27.62132109410366,145.110107421875,108.91534423828125,76.32272254090039,0.243408203125,146.5421142578125,132.45965576171875,96.56417360537759,0.20843505859375,137.48712158203125,124.43963623046875,89.43959315603337,0.26129150390625,144.81060791015625,106.57177734375,81.81376147703389,0.229248046875,0.012345679012345678,0.30246913580246915,0.36419753086419754,0.3055555555555556,0.015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090576171875,0.104736328125,0.046142578125,0.08544921875,0.08935546875,0.138671875,0.052734375,0.09033203125,0.126953125,0.175048828125,60.30230712890625,0,train\train\879592.jpg
530,720,0.7361111111111112,0.3816,83.59824423480084,48.48072432512942,97.43882599580712,38.966789263397416,54.23800052410901,76.46687893081761,82.58767295597484,26.83057225929518,0.037835020979523626,2.4144880771636963,45.063236469326974,0.46246593291404614,0.02087264150943396,0.075927734375,6.380407475490196,0.7629539290394538,0.17603820154623773,0.0013885498046875,0.002288818359375,0.0284271240234375,0.065277099609375,0.0247039794921875,0.0195465087890625,0.02362060546875,0.05279541015625,0.7171478271484375,0.06219482421875,0.001220703125,0.0003662109375,0.0001983642578125,0.000244140625,0.00042724609375,0.000152587890625,0.03021240234375,0.0570220947265625,0.043060302734375,0.04180908203125,0.059967041015625,0.1717681884765625,0.262542724609375,0.1625518798828125,0.08294677734375,0.04229736328125,0.0238800048828125,0.0127410888671875,0.00579833984375,0.003082275390625,0.0002593994140625,6.103515625e-05,0.0618896484375,0.1009521484375,0.076324462890625,0.10247802734375,0.149688720703125,0.163360595703125,0.1090087890625,0.071258544921875,0.0549774169921875,0.041656494140625,0.022979736328125,0.015045166015625,0.01043701171875,0.009521484375,0.006561279296875,0.0038604736328125,77.10192610062893,48.8443968777692,121.74989517819706,3.594668336610253,121.75335691823899,5.106121516243724,81.941650390625,89.00665283203125,24.453553393498268,0.07720947265625,90.1024169921875,91.843994140625,27.063849303181534,0.10284423828125,55.61578369140625,107.852783203125,28.500119671552582,0.06768798828125,53.828125,100.84075927734375,25.048789815777393,0.05596923828125,0.14814814814814814,0.25925925925925924,0.20987654320987653,0.3117283950617284,0.07098765432098765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05322265625,0.07275390625,0.05712890625,0.12646484375,0.20263671875,0.16259765625,0.0732421875,0.069580078125,0.071044921875,0.111328125,26.260589599609375,4,train\train\536158.jpg
793,1080,0.7342592592592593,0.85644,134.289737751623,99.14831081509502,39.84732964364112,56.823880327519596,133.14326164121246,130.92880178412966,128.65871281117182,14.629969672157156,1.0362375335392093,2.5777759552001953,100.66698765290509,0.4048935126803979,0.4938921582364205,0.06463623046875,12.45623468137255,0.7759681160654033,0.2559498605381612,0.1086883544921875,0.01300048828125,0.01861572265625,0.5234222412109375,0.01055908203125,0.006439208984375,0.1011962890625,0.0041046142578125,0.00396728515625,0.1096343994140625,0.00823974609375,0.0020599365234375,0.0021514892578125,0.0034942626953125,0.0159454345703125,0.0684814453125,0.641510009765625,0.0232391357421875,0.0223846435546875,0.0288238525390625,0.057586669921875,0.0291595458984375,0.105682373046875,0.0106201171875,0.0142364501953125,0.0115966796875,0.0114593505859375,0.0147857666015625,0.016387939453125,0.0087738037109375,0.0021820068359375,0.0015716552734375,0.2740020751953125,0.052032470703125,0.035552978515625,0.0277557373046875,0.013519287109375,0.00921630859375,0.0074462890625,0.0059661865234375,0.0055694580078125,0.0050811767578125,0.010894775390625,0.02532958984375,0.0674285888671875,0.2020263671875,0.240020751953125,0.018157958984375,133.41981925178646,103.35272980975641,128.73962449208352,5.758020938422664,129.5598559151838,2.5264717788850355,109.51275634765625,39.04925537109375,3.6373517916487828,0.02880859375,208.82781982421875,10.36370849609375,3.2199273362765384,0.04046630859375,128.06512451171875,53.91497802734375,26.521110045934467,0.08123779296875,78.951171875,56.6917724609375,10.19583689892978,0.1080322265625,0.2623456790123457,0.23765432098765432,0.17592592592592593,0.15432098765432098,0.15432098765432098,0.015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076904296875,0.097900390625,0.05224609375,0.080078125,0.092041015625,0.10400390625,0.05615234375,0.08447265625,0.18701171875,0.169189453125,105.73141479492188,2,train\train\961957.jpg
810,1080,0.75,0.8748,212.534451303155,64.22888505196867,38.524908550525836,70.87601508586727,205.55445358939187,198.27000571559213,196.22501028806585,55.283404562823875,4.431958828794272,2.8101658821105957,75.42587019970496,0.09060128029263832,0.7066540923639689,0.1457977294921875,22.596583946078432,0.7216962388018076,0.3606336396073367,0.6152801513671875,0.0525665283203125,0.02197265625,0.0168304443359375,0.0146484375,0.02337646484375,0.016265869140625,0.0137786865234375,0.0293426513671875,0.07122802734375,0.0321807861328125,0.013885498046875,0.011871337890625,0.017364501953125,0.01190185546875,0.037506103515625,0.6961669921875,0.03497314453125,0.0255889892578125,0.0214080810546875,0.0223541259765625,0.02337646484375,0.02142333984375,0.021148681640625,0.018402099609375,0.0171051025390625,0.0142822265625,0.01318359375,0.0131378173828125,0.0098419189453125,0.01129150390625,0.03631591796875,0.001312255859375,0.0133514404296875,0.0230560302734375,0.022491455078125,0.02099609375,0.0187225341796875,0.018035888671875,0.019317626953125,0.01922607421875,0.0252685546875,0.0220947265625,0.0215301513671875,0.0251922607421875,0.043060302734375,0.1459197998046875,0.5604248046875,204.38811614083218,71.94610106022387,131.04680955647004,14.485023413408939,130.92637059899405,15.384332809558499,230.80364990234375,21.366455078125,58.35751933695759,0.109619140625,230.66802978515625,20.65875244140625,55.98233622514216,0.1165771484375,178.5771484375,61.6907958984375,61.60718246330327,0.1868896484375,160.6204833984375,50.1859130859375,40.261773863607196,0.17010498046875,0.1728395061728395,0.2222222222222222,0.2932098765432099,0.23148148148148148,0.06790123456790123,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042724609375,0.0849609375,0.029541015625,0.108154296875,0.1064453125,0.197998046875,0.056640625,0.093505859375,0.12158203125,0.158447265625,39.2672119140625,4,train\train\932831.jpg
